Date,Deaths_GOV,Deaths_JH,Diff_Deaths,Inc_Deaths_GOV,Inc_Deaths_JH,Diff_Inc_Deaths
2020-07-30,45930,45999,69,38,38,0
2020-07-31,46050,46119,69,120,120,0
2020-08-01,46124,46193,69,74,74,0
2020-08-02,46132,46201,69,8,8,0
2020-08-03,46141,46210,69,9,9,0
2020-08-04,46230,46229,-1,89,19,-70
2020-08-05,46295,46364,69,65,135,70
2020-08-06,46344,46413,69,49,49,0
2020-08-07,46442,46511,69,98,98,0
2020-08-08,46497,46566,69,55,55,0
2020-08-09,46505,46574,69,8,8,0
2020-08-10,46526,46526,0,21,-48,-69
